 ##########################################

   Memory Reading Speed Test i686 i686 optimized Tue Mar 21 02:19:38 2023
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   13752   5714   7491  14321   7784   7035   7620   4472   5084
      16    8723   5155   6127   9467   5471   5994   6094   3657   3830
      32    2624   2450   2515   2549   2493   2494   1449   1389   1400
      64    2348   2222   2261   2310   2252   2269   1262   1200   1204
     128    1528   1499   1510   1537   1506   1507    794    785    793
     256    1337   1300   1322   1339   1294   1332    679    673    675
     512    1243   1235   1231   1233   1224   1236    627    609    622
    1024    1223   1217   1211   1219   1207   1193    614    606    616
    2048    1293   1280   1280   1253   1270   1282    650    648    646
    4096    1321   1280   1313   1310   1308   1317    668    665    640
    8192    1283   1263   1260   1269   1262   1273    632    628    636

                End of test Tue Mar 21 02:19:56 2023

