 ##########################################

   Memory Reading Speed Test i686 i386 optimized Tue Mar 21 02:18:04 2023
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   12330   6017   6903  14274   6382   7036   5636   3026   5014
      16    8618   5067   6043   9507   5598   5863   4959   2911   3737
      32    8494   4998   5976   9554   5430   5814   5053   2849   3596
      64    4520   3395   3656   4761   3651   3675   2205   1513   1675
     128    2184   2025   2090   2198   2062   2065   1039    947    964
     256    1301   1276   1287   1289   1277   1290    653    656    655
     512    1215   1188   1208   1209   1197   1212    609    609    605
    1024    1214   1189   1194   1213   1195   1213    611    608    596
    2048    1283   1277   1259   1282   1271   1272    633    642    645
    4096    1322   1315   1316   1275   1284   1314    668    663    664
    8192    1275   1257   1258   1253   1251   1266    642    637    639

                End of test Tue Mar 21 02:18:23 2023

