    BusSpeed i686 i686 optimized Tue Mar 21 01:46:35 2023
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   2560   2612   2776   3652   4636   6858
      32   3153   3251   2808   3718   4744   6901
      64    338    574   1041   1689   2453   4205
     128    147    255    529    912   1380   2645
     256     72    129    282    505    802   1586
     512     71    123    276    494    779   1545
    1024     70    126    276    493    780   1545
    4096     71    126    277    495    784   1552
   16384     69    127    277    492    780   1547
   65536     72    127    271    486    784   1547
