    BusSpeed i686 i686 optimized Tue Mar 21 01:47:06 2023
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   2611   2621   2770   3860   4709   6902
      32   3158   3216   2822   3790   4717   6991
      64    597    874   1926   3297   4332   6525
     128    229    370    744   1258   1898   3392
     256     70    124    270    494    772   1546
     512     71    126    276    494    781   1533
    1024     70    126    275    493    783   1543
    4096     71    127    267    494    785   1552
   16384     71    126    277    494    761   1549
   65536     71    127    276    486    776   1544
