    BusSpeed armv6l armv6l optimized Sun Apr 10 21:01:51 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16    294    306    760   1364   1541   1712
      32    118    119    108    138    257    458
      64     78     80     72     96    181    343
     128     55     55     54     71    137    254
     256     34     34     34     46     91    164
     512     33     34     33     45     89    168
    1024     32     33     33     45     88    166
    4096     32     33     33     45     88    166
   16384     32     33     33     45     88    166
   65536     32     32     33     45     88    166
