 ##########################################

   Memory Reading Speed Test armv6l armv6l optimized Sun Apr 10 21:14:55 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8     834    936   1221    883   1512   1271   1283    524    490
      16     832    930   1208    877   1504   1265   1051    458    449
      32     303    320    350    354    362    363    943    447    413
      64     269    293    312    331    323    324    334    259    251
     128     199    214    228    233    232    233    222    194    187
     256     135    142    146    109    148    149    200    166    163
     512     116    137    141    144    143    143    125    109    107
    1024     131    137     86     86    143    143    118    105    102
    2048     130    138    141    144    144    143    120    106     97
    4096     131    127    141    145    144    143    121    107    104
    8192     131    138    142    145    144    144    121    107    104

                End of test Sun Apr 10 21:15:42 2022

