    BusSpeed arm64 armv8.4-a optimized Wed Feb  9 19:54:08 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   3041   3289   3251   3748   3993   3564
      32   3416   4115   6830   3848   4852   3890
      64   1211   1615   3541   3684   3663   3580
     128   1292   1251   2218   4057   4234   3888
     256   1090   1283   2179   3650   3800   3757
     512   1247   1333   2582   3701   3825   3839
    1024   1112   1241   1928   5592   3573   3758
    4096    561    664   1859   2756   3502   3581
   16384    316    432    863   2729   2611   3973
   65536    143    149    690   1183   2649   3722
