    BusSpeed arm64 armv8.4-a optimized Wed Feb  9 19:55:37 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   3082   3259   4134   3867   3767   3202
      32   3720   3593   3327   3804   4421   3759
      64    988   2233   3331   3803   4521   4275
     128   1446   1254   2168   3642   4122   3800
     256   1288   1640   2252   4021   3822   3817
     512   1388   1215   2270   3819   3792   4985
    1024   1231   1283   2219   3874   3668   3773
    4096    684    507    766   1009   3288   4046
   16384    402    443    849   1676   2824   4021
   65536    125    125    847   1581   3093   3582
