 ##########################################

   Memory Reading Speed Test arm64 armv8.4-a optimized Wed Feb  9 21:21:03 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8    8549   7011   7390   8754   8396   9456  15045  16093  13407
      16    8615   8286  13462  12045  10049   9801  15525  14803  14521
      32    7852   9294   7665   8108   8168   8102  17788  14814  16283
      64    7106   7552   6091   8685   9276   9162  12896  14792  15583
     128    7537   7529   7583   7764   8451   8600   8420   9278   9041
     256    9127   8064   7627   8205   8148   8578   8985   9280   8509
     512    8200   8935   8341   8185   8221  10075   8452  10195   8332
    1024    7385   7583   7520   7603   8442  13620   9815   8896   8594
    2048    7208   7624   8002  11905   9972   8933   8346   9576  10224
    4096    7305   7131   7523   8076   7826   8425   7967   7381   7930
    8192    7383   7401   7008   9207   7487   8450   8358   9502   6861

                End of test Wed Feb  9 21:21:20 2022

