    BusSpeed arm64 armv8.4-a optimized Wed Feb  9 19:54:52 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   2969   3360   4110   3989   3979   3783
      32   3393   3408   3472   3769   3767   3788
      64   1282   1512   3751   3629   4132   3839
     128   1195   1211   2375   3611   3697   4345
     256   1488   1241   2251   3534   3650   3810
     512   1339   1253   2268   3672   4434   3923
    1024   1464   1469   2227   3534   3650   4166
    4096    579    691   1659   2383   3935   3683
   16384    399    414    858   1472   2822   3428
   65536    135    106    816   1617   2914   4217
