 ##########################################

   Memory Reading Speed Test arm64 armv8.4-a optimized Wed Feb  9 21:16:52 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8    6742   6511   9213   9221   8990   9442  14897  10977  16051
      16    6251   7097   7747   8576   8213   8417  18092  14612  14522
      32    7331   8063   7672   9791   9820   9229  14735  15736  16099
      64    7274   6169   6824   7887   8447   8298  15059  16746  14623
     128    7303   7542   7105   7081   7605   9624   8770   8346   8060
     256    6474   7823   7630   8078   9520   8462   8605   8531   9161
     512    5978   7170   8140   8573   8020   9844   9861   8794   8664
    1024    7161   6606   7454   7740   8432   8967  10258   9736   8481
    2048    6644   6585   9768   9202   8232   9073   7789   8925  12374
    4096    9442   9451   7768   8253   8444   7963   8084   7908   8780
    8192    6638   9164   9162   9658   8016   8360   8216   6968   8383

                End of test Wed Feb  9 21:17:08 2022

