    BusSpeed arm64 armv8.4-a optimized Wed Feb  9 19:56:53 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   2920   3367   3780   4428   3788   4039
      32   3335   3509   3678   3612   3794   4127
      64   1126   1468   3307   3987   3666   4296
     128   1215   1298   2126   3898   4557   3961
     256   1162   1294   2304   3660   3785   3773
     512   1195   1195   2224   3457   3739   4066
    1024   1225   1249   2234   4096   3819   3687
    4096    786    610   1645   2682   3052   4998
   16384    210    432    883   1715   2976   4504
   65536    148    127    834   1632   2870   4115
