    BusSpeed arm64 armv8.4-a optimized Wed Feb  9 19:56:21 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   3331   3244   3498   3790   3721   4354
      32   3391   4458   3660   3000   3906   3810
      64   1144   1522   3897   3613   3514   4139
     128   1306   1038   2789   4026   3724   4108
     256   1222   1251   2249   3796   3853   3826
     512   1386   1288   2211   4027   3827   4068
    1024   1426   1233   2253   3645   3694   4290
    4096    618    705   1500   2608   3373   3664
   16384    397    513    869   1244   2917   3805
   65536    135    161    831   1441   3067   3644
