    BusSpeed arm64 armv8.4-a optimized Wed Feb  9 19:57:05 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   3404   3212   3860   3749   3740   4019
      32   3521   3957   3504   4171   3673   3876
      64   1300   1483   3408   3666   3763   3995
     128   1159   1330   2189   3551   3772   3664
     256   1472   1253   2174   3505   3751   4108
     512   1120   1333   2410   4071   4243   3699
    1024   1273   1234   2621   3941   4149   4141
    4096    567    648   1961   3226   3524   4885
   16384    401    456    872   1370   3104   3888
   65536    148    139    923   1589   2835   3481
