    BusSpeed arm64 armv8.4-a optimized Wed Feb  9 19:54:30 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   3610   3488   3834   3948   3711   3779
      32   3283   3685   3699   4072   3787   3764
      64   1083   2034   5753   4270   3987   3969
     128   1164   1222   2422   3884   3771   4911
     256   1336   1327   2122   4610   4268   4052
     512   1323   1264   2232   3673   4291   3942
    1024   1276   1488   2378   3630   3814   3767
    4096    639    608   1596   2349   3597   3727
   16384    366    325    931   1422   3033   3705
   65536    136    133    569   1579   2764   3614
