 ##########################################

   Memory Reading Speed Test arm64 armv8.4-a optimized Wed Feb  9 21:21:36 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8    7988   8450   8510   8047   7560   9082  14134  13987  15998
      16    7963   6733   7959   8057   8961   9473  14839  14794  13258
      32    8591   8102   7414   8346   8421   8585  18701  13902  15286
      64    8464   8128   7959   7764   7544   7760  17629  15599  16562
     128    9782   7426   7152   9751   8109   9182   8037   9490   8544
     256    7588   7343   7655   8578   8025   8550   8476   9776   9012
     512    8955   6849   7499   8881  12081  12926   8927   8527   9629
    1024    7744   7765   8259   9050   7554  10764   8525   8118   8698
    2048    8987   7903   7502   9457   8457   8604   7942   8395   8483
    4096    7435   7519   7637   7818   8459   9066   8883   8399  11309
    8192    8529   7464   7512   7038   7661   8397   7881   7944   7246

                End of test Wed Feb  9 21:21:52 2022

