    BusSpeed arm64 armv8.4-a optimized Wed Feb  9 19:54:41 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   3053   3572   3765   3670   4011   4278
      32   3551   3649   3996   3786   3948   3799
      64   1259   1531   3324   4176   3909   3855
     128   1204   1427   2350   3587   3811   4444
     256   1185   1239   2238   1950   5801   4075
     512   1342   1325   2370   3657   4084   4211
    1024   2446   1774   2281   3562   3752   3755
    4096    680    726   1673   2551   3366   4083
   16384    377    393   1688   2276   2750   4013
   65536    127    127    905   1606   3048   3478
