 ##########################################

   Memory Reading Speed Test arm64 armv8.4-a optimized Wed Feb  9 21:18:50 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8    9812   8062   7919   8390   8017   8767  14299  14207  13890
      16    9168   6427   7726   8286   7777   8289  14761  16305  15564
      32    7470   6616   9189   8070   9903   8702  17707  13966  15358
      64    6278   6115   7090   7923   7673   8305  15027  16914  18253
     128    6866   6585   8051   8712   8106   8457   6935  10267   9003
     256    7128   6623   7513  10000   9718   8609   6968   9502   8667
     512    7611   6896   7839   7962   8885   9000   8586  10599  10308
    1024    7184   6568   7289   8108   8116   8634   8560   8344  10201
    2048    7635   6841   7421   8696   8825   8579   8060   9086  11042
    4096    6128   6093   8954   8289   7847   8902   7477   8240  10965
    8192   11136  11003   8532   7725   7943   8332   7558   7709   6341

                End of test Wed Feb  9 21:19:07 2022

