 ##########################################

   Memory Reading Speed Test arm64 armv8.4-a optimized Wed Feb  9 21:19:07 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8    6982   6293   8677   9391   8690   8674  15165  14093  15946
      16    5789   7631   7416   8165   9082   8191  16339  14833  14585
      32    6955   6667   8784   8116   8346   8714  15121  14140  16591
      64    6984   6176   7407   7987   7522   9732  16093  16622  14508
     128    6653   7507   8010   8072   9094   8685   9569   9301   9208
     256    6727   6515   7642   8339   7784  15949  12310  11054   7836
     512    7119   6585   8791   8080   8078   8697   8948  10747   9722
    1024    6025   6870   7743   8544   9426   8731   9064   6970   9739
    2048    6590   6891   7652   7934   8796   8118   8941  10473  12030
    4096    9491   6212   7864   7756   8406   8445   7684   7728   8455
    8192    6059   7007   7071   9165   8182   8032   7839   7787   7670

                End of test Wed Feb  9 21:19:24 2022

