    BusSpeed arm64 armv8.4-a optimized Wed Feb  9 19:54:19 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   2964   3814   3796   3801   3618   4160
      32   3350   3814   3744   3821   3935   3806
      64   1097   1471   3484   3682   3719   4271
     128   1389   1291   2202   3772   4205   4224
     256   1220   1288   2496   4206   3610   4576
     512   1202   1246   2601   3511   3761   4028
    1024   1258   1300   2383   3801   3810   3647
    4096    664    709   1973   3101   3953   3296
   16384    376    400    879   1915   2940   3721
   65536    103    130    701   1521   2954   3479
