 ##########################################

   Memory Reading Speed Test arm64 armv8.4-a optimized Wed Feb  9 21:20:14 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   10928   7799   8615   8147   8701   8947  15054  14679  13709
      16    7625   8485   9220  11484   8103   8732  13986  15486  14028
      32    7591   7643   8909   8170   8141   8745  14280  17869  16610
      64    7371   7586   6166   7791   7154   7872  15462  16404  15496
     128    7586   6985   8294   7752   8316  14371  14210   8406   8570
     256    7638   7695   8425   8089   7703   8736  10322   9334   9346
     512    7299   7435   7583   7708   9931   8583   9497   8652   8676
    1024    9125   7659   7579   7646   8366  10147  10114   8880   9790
    2048    7807   7765   9016   8157   8406   9866   9398   8587   8436
    4096    7851   6854   8198   9399   7834   8140   8429   7541   7937
    8192    6969   7244   8944  11132   7194   8921   7379   6153   4443

                End of test Wed Feb  9 21:20:30 2022

