    BusSpeed arm64 armv8.4-a optimized Wed Feb  9 19:55:03 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   2868   3179   3757   3420   3673   3721
      32   3401   3595   3516   3858   3895   4060
      64   1114   1669   3368   4354   4382   3858
     128   1208   1469   2315   3597   4501   3801
     256   1238   1239   2502   3937   4489   3920
     512   1126   1263   2147   3994   3486   4342
    1024   1395   1283   2011   4259   3898   3780
    4096    732    763   1979   3049   3582   3806
   16384    367    420    795   1553   2303   3912
   65536    146    155    819   1609   2713   3520
