 ##########################################

   Memory Reading Speed Test arm64 armv8.4-a optimized Wed Feb  9 21:20:30 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8    8294   8051   7545   8587   8015   8547  14495  14496  14105
      16    7481   8818   7903   7491   8393   9402  14756  14367  13282
      32    7899   9029   8583   7968   8451   8580  15209  14984  14949
      64    7245  13480  12507   8202   9054   7712  14901  14513  14865
     128    7440   7855   7620   8069   7819   7842  10066   8481   8491
     256    7490   8021   7575   7844   8244   7494   8540   9437   8239
     512    7561   7961   7606   9005   7404   9546  10830   8616   8533
    1024    7991   8154   7994   9542   8043   8785  10482   8696  12550
    2048    7501   7178   9215   8137   7265   9192   8495   8242   9152
    4096    7412   7454   6873   8256   9557   8809   6892   7837   7238
    8192   12664  11584   8557   7441   7913   5843   8712   8682   7357

                End of test Wed Feb  9 21:20:47 2022

