    BusSpeed arm64 armv8.4-a optimized Wed Feb  9 19:57:15 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   2979   5350   5505   4024   4002   3778
      32   3411   4237   3781   3702   4356   4836
      64   1726   2418   3426   3543   4453   4283
     128   1210   1135   2912   3543   3736   4225
     256   1238   1229   2568   4048   3810   4378
     512   1253   1329   2201   3438   4810   3945
    1024   1204   1436   2222   4323   3950   4476
    4096    722    647   1894   3238   3401   3798
   16384    327    447    857   1560   2098   3769
   65536    146    152    831   1516   3017   3626
