    BusSpeed arm64 armv8.4-a optimized Wed Feb  9 19:56:31 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   2876   3938   4080   3810   3757   3999
      32   3674   4857   5123   3863   3737   3795
      64   1190   1627   3468   3720   3698   4447
     128   1372   1274   2215   3103   4087   4698
     256   1293   1137   2230   3852   3768   3826
     512   1202   1273   2116   3659   3641   3837
    1024   1261   1190   2248   4407   4741   3870
    4096    440    667   1097   2017   3217   3724
   16384    381    382   1812   1652   2231   3767
   65536    148    141    823   1379   2888   3948
