 ##########################################

   Memory Reading Speed Test arm64 armv8.4-a optimized Wed Feb  9 21:17:42 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8    7123   8111   7747   9150   9267   8456  14914  13620  15392
      16    7185   6317   7644   8418   8112  10227  16711  13331  14693
      32    6078   8891   5026   8862   8510   9582  15553  16414  14975
      64    5708   6204   6709   7493   8386   8899  15154  14727  16165
     128    6916   8026   9244   7657   8391   8507   9295   8456   9458
     256    6626   9934  10232  11551   7708  10998   8461   8191   8580
     512    6275   6778   7754   9169   8779   8804   8551   8275   8897
    1024    6507   6616   7720   8042   8028   9445   8433   9261   8480
    2048    6903   6350   7428   7948   8418   8174   7939   8679   9574
    4096    7223   5845   7119   7928   8968   8428   7546   7293   7880
    8192    7350   6581   6851   8220   8924   8239   9034   8244   8637

                End of test Wed Feb  9 21:18:00 2022

