    BusSpeed arm64 armv8.4-a optimized Wed Feb  9 19:55:14 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   3074   3244   4178   3521   3427   3702
      32   3928   5814   4931   4009   4203   3914
      64   1119   1492   4644   7191   6050   4071
     128   1458   1236   2474   3646   3783   3927
     256   1172   1275   2353   3386   3794   3748
     512   1717   1289   2172   3603   4379   4100
    1024   1205   1244   2196   3714   3818   4381
    4096    621    627   1228   1351   3303   3958
   16384    366    431    800   1496   2973   3584
   65536    154    149   2085   1537   2766   3732
