    BusSpeed arm64 armv8.4-a optimized Wed Feb  9 19:56:42 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   2882   3274   3667   4289   4069   3789
      32   3355   3687   3646   4210   3726   3672
      64   1263   1642   3819   3497   3692   3768
     128   2094   1932   4069   3027   4479   3724
     256   1358   1312   2272   3636   6758   5170
     512   1237   1324   2234   3685   3468   3538
    1024   1259   1233   2239   3687   3710   3825
    4096    572    574   1893   2690   3637   3784
   16384    390    461   1959   1468   2520   3594
   65536    145    139    745   1664   2581   3661
