    BusSpeed aarch64 native optimized Tue Jan 24 19:43:36 2023
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   7695   7757  15525  21669  22739  24393
      32   8446   8485  15206  20378  22252  24274
      64   7093   7162  13428  18520  21120  24034
     128   1660   2776   5142   9744  15069  22921
     256   1617   2834   5428   9922  15199  23092
     512   1217   2188   4352   8644  15767  23440
    1024   1100   1991   4026   7945  15361  23455
    4096   1023   1796   3622   7269  14714  23392
   16384    546    799   1634   3149   6115  11787
   65536    367    682   1406   2802   5515  10967
