    BusSpeed aarch64 cortex-a76 optimized Tue Jan 24 19:42:56 2023
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   7680   7751  15511  20851  22128  24695
      32   8438   8480  15311  20292  21798  24615
      64   7086   7155  13477  18448  20842  24380
     128   2153   4212   7221  11406  15808  23605
     256   1833   3203   5941  10787  15493  23453
     512   1235   2232   4451   8724  15799  23733
    1024   1091   1961   3952   7788  15205  23751
    4096   1009   1753   3543   7420  14844  23443
   16384    546    804   1642   3168   6135  11887
   65536    367    683   1408   2805   5521  10998
