    BusSpeed aarch64 native optimized Tue Jan 24 19:43:16 2023
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   7691   7759  15514  22140  22856  24395
      32   8458   8494  15337  20548  22213  24314
      64   7025   7157  13434  18520  21116  24041
     128   2153   4231   7183  11404  15803  23349
     256   1777   3109   5804  10765  15481  23260
     512   1226   2168   4336   8492  15781  23478
    1024   1092   1911   3860   7603  14937  23497
    4096   1015   1696   3412   7042  14070  23378
   16384    546    799   1634   3166   6143  11890
   65536    367    684   1408   2808   5534  10995
