 ##########################################

   Memory Reading Speed Test aarch64 cortex-a76 optimized Tue Jan 24 20:06:33 2023
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   60757  93349  93352  60733  93545  93515  51368  33406  33862
      16   60702  90002  91536  60450  90993  91451  51707  26430  34211
      32   57710  90734  92644  56133  92570  92541  50499  25238  34079
      64   57560  93020  93161  56276  93110  92816  51690  28468  32459
     128   33623  66049  65997  33413  65889  66133  52307  30206  35027
     256   33617  66036  66000  33237  66064  66107  37920  27293  33865
     512   32992  64936  65465  32977  65499  65488  32341  23343  30668
    1024   31564  62748  62986  31928  63151  63204  20017  19613  19984
    2048   29506  59467  59579  29402  59411  59389  18435  18499  18579
    4096   28268  56415  56561  28258  56733  56721  14384  14350  13991
    8192   19366  38633  38667  19406  38652  38583   9773   9766   9667

                End of test Tue Jan 24 20:06:48 2023

