 ##########################################

   Memory Reading Speed Test aarch64 native optimized Tue Jan 24 20:07:34 2023
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   60473  93378  93352  60333  93540  93519  50252  34406  34133
      16   60587  91410  91494  60331  91582  91367  50796  27856  28435
      32   56540  92466  92510  56076  92580  92530  50594  29006  28370
      64   57348  91649  93089  56212  93123  93112  51456  30680  31560
     128   33768  66194  66303  33502  66186  66333  52293  27660  32372
     256   33491  65806  65873  33288  65883  65885  37753  24912  27511
     512   32975  64951  65041  32836  65188  65234  28837  23213  23724
    1024   30487  61367  61591  30320  61595  61726  20265  19963  19928
    2048   28951  58410  58033  29043  58112  58092  18466  18368  18267
    4096   28211  56513  56499  28300  56582  56598  14484  14243  14066
    8192   19467  38839  38858  19444  38886  38860   9837   9821   9805

                End of test Tue Jan 24 20:07:49 2023

