    BusSpeed aarch64 cortex-a76 optimized Tue Jan 24 19:43:06 2023
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   7667   7755  15513  20875  22278  24720
      32   8372   8493  15339  20345  21906  24667
      64   7075   7163  13433  18512  20835  24375
     128   2153   4214   7164  11206  15805  23612
     256   1738   3037   5761  10545  15519  23538
     512   1233   2157   4309   8408  15673  23730
    1024   1098   1895   3854   7591  15339  23761
    4096   1007   1703   3423   7005  14209  23662
   16384    541    794   1627   3149   6093  11820
   65536    365    678   1399   2792   5495  10917
