    BusSpeed aarch64 native optimized Tue Jan 24 19:43:26 2023
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   7688   7758  15508  21536  22907  24382
      32   8444   8489  15276  20570  22207  24276
      64   7053   7161  13423  18505  21110  24036
     128   2153   4202   7182  11405  15808  23356
     256   1844   3266   6054  10924  15574  23261
     512   1230   2216   4430   8664  15794  23468
    1024   1090   1955   3939   7775  15222  23486
    4096   1010   1759   3563   7359  14911  23357
   16384    543    798   1629   3148   6096  11831
   65536    367    683   1406   2800   5516  10979
