 ##########################################

   Memory Reading Speed Test amd64 x86-64 optimized Mon Oct  3 10:53:29 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8  108191 159094 186574 107036 213403 219847  55963  80044  79818
      16  114363 158114 194592 112700 223590 228727  57872  73927  75166
      32  117612 155781 194288 116129 231048 232485  50897  62206  69843
      64   66396  96355 122745  64541 131116 130519  40566  39921  40559
     128   67610  95974 127407  67875 133745 134182  40014  39115  39941
     256   59109  90046 109356  56897 117877 115323  32011  31933  31703
     512   47789  79307  89487  49569  97513  97518  25618  26497  26255
    1024   48472  81042  89687  48729  96127  95653  25840  25907  25966
    2048   48633  80915  89043  47805  94295  92961  24785  24320  23601
    4096   44462  79509  89053  46505  92603  92621  25178  25106  25292
    8192   44220  73338  84695  46899  91086  84376  23519  24388  25049

                End of test Mon Oct  3 10:53:45 2022

