 ##########################################

   Memory Reading Speed Test amd64 x86-64 optimized Mon Oct  3 10:52:57 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8  108813 160780 183645 106696 213479 213603  78341  77863  77533
      16  113313 138033 175602 106973 219994 220725  74303  73422  73587
      32  116350 155189 198474 108581 224720 229608  73322  71618  71109
      64   65796  94225 115657  63579 133001 133197  41240  39526  38623
     128   62769  92492 116040  63159 128105 125973  37011  36779  37163
     256   57728  86275 108453  58551 115555 116773  32908  32877  33510
     512   48358  80393  87327  47626  94989  95119  25391  25509  25659
    1024   46974  79866  87800  47522  93447  92887  25017  24358  24854
    2048   42689  65600  70436  43255  91822  92557  24159  24573  24434
    4096   45878  76796  84123  46381  92852  94486  24962  25297  25548
    8192   40816  66857  74954  39765  80116  79080  21645  22231  22297

                End of test Mon Oct  3 10:53:14 2022

