 ##########################################

   Memory Reading Speed Test amd64 x86-64 optimized Mon Oct  3 10:52:08 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   40063  20533  24901  49136  24674  28974  29944  14918  14549
      16   40326  20447  25188  49950  24747  29430  30055  15067  14943
      32   40667  20346  25105  49735  24841  29145  30072  14977  15013
      64   35052  19477  22623  34861  20444  21371  23363  13220  13244
     128   35025  19452  22692  34795  20445  21878  23313  13093  13333
     256   32487  19008  21311  32568  19501  20661  21583  12111  12229
     512   30478  18445  20472  30507  18740  20083  19919  11632  11757
    1024   30209  18280  20168  29971  18324  19458  19436  11503  11658
    2048   30011  18340  20242  30186  18545  19778  19579  11678  11821
    4096   30244  18411  20378  30244  18623  19744  19430  11522  11621
    8192   29715  18441  20485  27143  18368  19379  19323  11537  11663

                End of test Mon Oct  3 10:52:25 2022

