    BusSpeed amd64 x86-64 optimized Mon Oct  3 10:29:04 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16  24890  23071  25331  23374  23418  23647
      32  23577  21554  20213  23454  23441  23078
      64   7870   9170  14591  19354  21727  22853
     128   8083   9337  14641  19375  21824  22849
     256   5553   6757  11038  16012  20260  22578
     512   2961   3930   6979  11998  18458  21874
    1024   2730   3896   7062  11923  18442  21973
    4096   2707   3917   7088  12034  18166  21714
   16384   1533   1528   2974   5808  10851  16279
   65536    794   1266   2284   4341   8051  14613
