    BusSpeed amd64 x86-64 optimized Mon Oct  3 10:29:35 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16  24870  22983  25250  23447  23647  23517
      32  23296  21212  19578  22722  23342  22958
      64   8116   9588  14750  19250  21709  23046
     128   7883   8848  14062  19041  21838  23147
     256   5177   6391  11443  16883  20881  22584
     512   3492   4841   8671  14471  19707  21989
    1024   3152   4419   8305  13945  19538  21636
    4096   3177   4415   8134  14436  20159  22011
   16384   1570   1591   3154   6273  11127  16495
   65536    779   1278   2369   4365   7965  14770
