 ##########################################

   Memory Reading Speed Test amd64 x86-64 optimized Mon Oct  3 10:52:25 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   48847  24907  24920  49081  24863  29295  29319  14904  14910
      16   49119  24507  24881  49241  24354  29314  30085  15012  15037
      32   49959  24986  25063  49476  24598  29579  30058  15050  14928
      64   32132  19046  21051  32432  19251  20579  22079  12394  12352
     128   32794  19923  21739  33249  19791  21201  22543  12633  12773
     256   31410  18999  20538  31733  18973  19994  21314  12148  12235
     512   30048  18746  20331  29951  18529  19909  19493  11593  11674
    1024   29382  18500  19908  29361  18449  19718  19246  11529  11733
    2048   29749  18561  19838  29399  18682  19842  19301  11551  11670
    4096   30012  18926  20543  29441  18658  19548  19111  11631  11715
    8192   29326  18593  20421  28118  18503  19677  19073  11600  11703

                End of test Mon Oct  3 10:52:42 2022

