 ##########################################

   Memory Reading Speed Test amd64 x86-64 optimized Mon Oct  3 10:53:14 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   63751 101246 100949  75512 115453 114833  55817  43668  28954
      16   66937 104939 104273  76208 118045 115556  56464  44632  28605
      32   65578  78106  98404  76167 116713 115831  57436  45647  29090
      64   53942  89031  86430  54792 109767 105136  38027  37530  29105
     128   53490  86555  85411  54080 105324 102910  37172  37268  29657
     256   50779  84674  83943  51666 101443  99014  34362  33709  28705
     512   43466  75398  72233  44040  83911  81605  25770  26284  26335
    1024   42870  74018  72514  43419  80673  81437  25520  25277  25662
    2048   42928  74183  72720  43297  82194  82239  25874  25703  25468
    4096   44379  75670  75019  44473  85022  84224  25324  25185  25785
    8192   40396  65980  70735  42373  80519  80204  25368  23606  24740

                End of test Mon Oct  3 10:53:29 2022

