    BusSpeed amd64 x86-64 optimized Mon Oct  3 10:29:14 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16  24942  22922  25186  23542  23511  23387
      32  23071  21249  19842  22810  23354  23003
      64   8160   9732  14753  19295  21849  23166
     128   6584   7606  12124  17339  20748  22610
     256   5812   7167  11537  16788  20583  22674
     512   3306   4510   8169  13560  19483  21943
    1024   3168   4375   8317  14213  19801  21967
    4096   3185   4568   8314  14355  19917  22041
   16384   1589   1540   2920   5837  11088  16480
   65536    796   1271   2364   4388   8060  14511
