    BusSpeed i686 i686 optimized Tue Mar 21 12:17:57 2023
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   2360   2505   2567   3628   4408   6397
      32   2875   3101   2591   3689   4469   6493
      64   3008   3329   2680   3522   4502   6303
     128   3250   3503   2696   3514   4522   6542
     256   2466   2816   2620   3521   4446   6474
     512    199    346    678   1172   1742   3128
    1024     71    130    284    514    824   1621
    4096     72    131    286    516    829   1627
   16384     72    131    286    513    831   1631
   65536     72    129    284    511    831   1602
