 ##########################################

   Memory Reading Speed Test i686 i686 optimized Tue Mar 21 12:50:16 2023
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   12735   5509   6928  13370   7084   6513   7062   4130   4670
      16    8096   4802   5684   8866   5076   5569   5699   3402   3548
      32    7776   4667   5764   8631   5171   5543   5664   3249   3389
      64    7535   4595   5721   8563   5051   5448   5648   3221   3303
     128    7336   4553   5686   8592   4965   5390   5657   3187   3271
     256    7325   4432   5655   8521   4909   5333   5558   3147   3227
     512    2179   2017   2085   2194   2053   2075   1200   1115   1125
    1024    1241   1218   1238   1238   1230   1235    628    626    619
    2048    1259   1263   1262   1259   1250   1260    635    639    638
    4096    1340   1321   1333   1333   1312   1336    679    677    678
    8192    1362   1338   1339   1354   1349   1354    688    685    688

                End of test Tue Mar 21 12:50:33 2023

