    BusSpeed i686 i386 optimized Tue Mar 21 12:17:26 2023
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   2493   2491   2620   3620   4416   6337
      32   2873   3079   2539   3538   4472   6495
      64   2968   3287   2565   3601   4492   6537
     128   3121   3443   2590   3444   4520   6567
     256   2480   2808   2558   3522   4439   6376
     512    220    376    721   1256   1833   3298
    1024     71    129    284    515    826   1620
    4096     72    131    285    517    820   1626
   16384     72    130    284    512    824   1609
   65536     71    130    285    208    829   1623
