    BusSpeed i686 i686 optimized Tue Mar 21 12:18:18 2023
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   2165   2494   2558   3684   4391   6310
      32   2941   3088   2595   3568   4459   6457
      64   3006   3323   2651   3475   4493   6539
     128   3209   3485   2686   3510   4507   6479
     256   2458   2811   2616   3500   4428   6474
     512    148    259    521    877   1451   2662
    1024     70    128    282    511    823   1427
    4096     72    130    282    514    828   1622
   16384     72    131    282    516    830   1623
   65536     72    130    285    515    820   1603
