    BusSpeed i686 i686 optimized Tue Mar 21 12:17:37 2023
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   2379   2480   2562   3679   4399   6390
      32   2874   3087   2622   3610   4461   6491
      64   3030   3324   2676   3487   4500   6541
     128   3209   3471   2696   3472   4520   6574
     256   2424   2757   2611   3453   4424   6492
     512    151    254    513    960   1472   2719
    1024     71    130    285    515    827   1623
    4096     72    130    285    515    831   1626
   16384     72    131    286    517    832   1630
   65536     72    131    285    517    831   1626
