    BusSpeed i686 i686 optimized Tue Mar 21 12:18:08 2023
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   2321   2470   2544   3564   4371   6355
      32   2884   3007   2589   3558   4442   6461
      64   3006   3314   2685   3448   4443   6509
     128   3203   3469   2672   3479   4487   6542
     256   2433   2784   2436   3486   4376   6468
     512    172    305    602   1040   1597   2900
    1024     71    130    282    512    825   1614
    4096     72    131    284    510    828   1622
   16384     71    131    285    515    829   1623
   65536     72    130    280    515    829   1604
