 ##########################################

   Memory Reading Speed Test i686 i386 optimized Tue Mar 21 12:49:24 2023
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   11574   5581   6498  13224   5851   6407   5232   2821   4644
      16    7960   4707   5603   8884   5195   5480   4569   2695   3461
      32    7921   4591   5625   8943   5045   5511   4718   2668   3303
      64    7838   4469   5604   8783   5023   5506   4756   2663   3299
     128    7768   4343   5611   8642   5001   5471   4782   2661   3237
     256    7716   4428   5478   8529   4991   5441   4762   2641   3222
     512    2010   1887   1893   1968   1905   1930   1051   1011   1028
    1024    1254   1241   1228   1244   1230   1240    637    626    627
    2048    1218   1220   1217   1221   1213   1221    629    611    620
    4096    1255   1263   1260   1266   1257   1243    648    641    642
    8192    1264   1241   1249   1230   1235   1244    639    630    632

                End of test Tue Mar 21 12:49:41 2023

