 ##########################################

   Memory Reading Speed Test i686 i386 optimized Tue Mar 21 12:48:14 2023
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   11415   5604   6479  13117   5765   6454   5225   2815   4578
      16    7973   4725   5583   8882   5200   5482   4636   2698   3390
      32    7916   4591   5624   8927   5045   5542   4717   2677   3354
      64    7842   4418   5615   8771   5022   5509   4756   2660   3292
     128    7717   4402   5599   8430   4911   5463   4773   2661   3251
     256    7640   4424   5509   8547   4988   5354   4736   2641   3222
     512    1497   1458   1470   1494   1456   1468    777    755    760
    1024    1228   1205   1216   1205   1206   1215    611    617    618
    2048    1259   1233   1249   1251   1241   1243    636    634    626
    4096    1336   1332   1327   1331   1324   1329    669    674    676
    8192    1359   1352   1351   1329   1331   1345    689    685    687

                End of test Tue Mar 21 12:48:31 2023

