 ##########################################

   Memory Reading Speed Test amd64 x86-64 optimized Sun Sep  4 23:00:44 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   85009  88447 129530  85448 129309 129102  62312  63119  63262
      16   86857  89245 131865  87219 131604 131605  64610  65694  65701
      32   87758  89754 133033  88409 132658 132858  65776  66883  66803
      64   85705  89531 132588  88029 133202 133437  56475  57822  57799
     128   86061  89490 132940  88369 133571 133830  56576  58062  58068
     256   86252  89581 133063  88513 133757 133790  56559  58001  58015
     512   84918  89408 132368  87538 133388 132809  53675  53526  53757
    1024   83232  89018 130406  86766 132071 132840  49713  49514  49381
    2048   82729  89031 130897  85711 131126 131663  48219  48450  48408
    4096   82858  88846 131164  85736 131692 131859  48564  48590  48599
    8192   83147  88910 131119  85824 131678 132303  49094  49478  49411

                End of test Sun Sep  4 23:01:01 2022

