    BusSpeed amd64 x86-64 optimized Sun Sep  4 20:56:11 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16  26301  26968  31191  31714  31844  32073
      32  22623  21352  25706  31678  31702  31701
      64   8197   8179  16506  26707  27165  32160
     128   8372   8379  16618  26811  26846  32375
     256   8369   8382  16563  27284  27659  32815
     512   7360   6826  13037  24085  25831  32256
    1024   5813   5989  11337  21316  25913  32267
    4096   5455   5993  11266  20053  26098  32355
   16384   2363   2738   5253   8836  14223  22605
   65536   1017   1366   3268   6310   9852  18031
