 ##########################################

   Memory Reading Speed Test amd64 x86-64 optimized Sun Sep  4 23:01:39 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   87120 132499 133013  89142 164746 135104  65704  65865  32019
      16   86290 129962 129964  87751 162957 131826  65315  65816  33444
      32   87444 132148 125886  89033 164295 132974  66356  66620  33699
      64   85115 131557 130896  86477 158083 133052  56821  58046  33741
     128   86289 132054 132969  88585 157876 133413  57024  58303  34028
     256   86471 132594 133513  88951 159019 133610  57156  57615  33482
     512   82381 129532 130348  85422 154393 127639  53552  52825  33206
    1024   81502 127549 127793  82803 150159 129320  47202  46468  33093
    2048   79233 127575 126122  80045 148690 129534  44579  43319  33052
    4096   80054 128173 128127  81259 150792 129951  45846  45070  33096
    8192   81214 128915 128954  83428 151802 130479  47484  47308  33250

                End of test Sun Sep  4 23:01:57 2022

