
  ####################################################
  getDetails and MHz

 ##########################################

From File /proc/cpuinfo


From File /proc/version
  Assembler CPUID and RDTSC      

   Memory Reading Speed Test amd64 x86-64 optimized Sun Sep  4 23:02:15 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8  123164 154047 227617 132563 228589 228684  62870  68172  62784
      16  128163 154712 229640 128951 231141 231075  65119  65654  64439
      32  125492 152810 229090 127218 224623 224130  63390  64343  64207
      64   96072 129336 164264 102452 164722 165506  52808  60344  52939
     128   95737 129470 163519 102519 164609 165352  52205  60181  52195
     256   95750 129202 163847 102363 164511 165219  52663  60083  52529
     512   92023 127431 160259  96909 161015 160271  52267  55243  52443
    1024   85092 126726 155576  88677 156983 157067  45338  46489  45444
    2048   84039 126968 153610  87353 154451 155366  44871  45171  44917
    4096   84549 126870 154077  88274 154283 155193  46223  46318  46400
    8192   87228 127565 157040  91418 157180 158179  49101  48910  49292

                End of test Sun Sep  4 23:02:33 2022

