    BusSpeed amd64 x86-64 optimized Sun Sep  4 20:56:52 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16  25798  26350  30926  32391  32493  32532
      32  22790  22926  25087  32218  32370  32304
      64   8201   8200  16388  29914  31655  32410
     128   8379   8365  16524  30122  31770  32442
     256   8357   8352  16585  30197  31792  32481
     512   7408   7232  13947  24705  30516  32229
    1024   6458   6303  11976  22254  31888  33872
    4096   6238   6517  12167  20609  30766  33439
   16384   2381   2798   5470   9226  15276  23243
   65536   1067   1359   3015   6403  10312  18351
