    BusSpeed amd64 x86-64 optimized Sun Sep  4 20:56:42 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16  26663  27079  31502  32217  31776  31503
      32  22487  21203  26330  31735  32378  32275
      64   8288   8277  16779  27065  27562  32608
     128   8485   8475  16804  27138  27620  32691
     256   8460   8461  16898  27272  27654  32833
     512   7681   7552  14333  24148  26972  31980
    1024   6423   6303  11855  21318  26999  32348
    4096   5880   6265  11620  19949  26938  32293
   16384   2459   2899   5529   9212  15085  23064
   65536   1037   1369   3280   6336   9931  18034
