 ##########################################

   Memory Reading Speed Test amd64 x86-64 optimized Sun Sep  4 23:01:02 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8  130175 225587 227533 130805 226592 225285  66582  67060  66070
      16  125580 227136 227956 126692 228478 221166  63514  64427  64706
      32  125546 229372 222974 125785 228946 230445  64078  63801  63974
      64   98728 160447 162698 100079 161815 161871  58785  59507  59976
     128  100425 162284 163926 101244 163037 162968  59366  59105  59274
     256  100062 161980 163615 100997 162841 163514  59312  59790  59617
     512   97307 159314 160910  97912 160171 160312  57112  57598  57917
    1024   93129 156859 159558  93877 158118 158447  50350  49259  48473
    2048   87050 155319 159061  91743 157373 158393  50002  48476  49673
    4096   85738 164361 168935  97222 166473 167189  52968  53264  53076
    8192   96808 165746 168436  97639 166644 167276  52996  53206  53142

                End of test Sun Sep  4 23:01:20 2022

