
  ####################################################
  getDetails and MHz

 ##########################################

From File /proc/cpuinfo


From File /proc/version
  Assembler CPUID and RDTSC      
    BusSpeed amd64 x86-64 optimized Sun Sep  4 20:57:02 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16  26507  27106  31397  32841  32929  32995
      32  23821  23185  26455  32644  32799  32729
      64   8309   8272  16735  30848  32341  32981
     128   8461   8457  16772  30819  32425  33023
     256   8465   8465  16843  30877  32299  33047
     512   7676   7459  13858  25315  31099  32506
    1024   6722   6308  11812  22205  30452  32358
    4096   5987   6415  12080  20699  31332  33857
   16384   2345   2667   5214   9050  15152  23695
   65536   1076   1366   3035   6407  10246  18454

 Type additional information to include in busSpeed.txt - Press Enter
