    BusSpeed amd64 x86-64 optimized Mon Oct 16 22:04:00 2023
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   5301   5312   8650   8372   8425   8434
      32   5315   4670   6104   8027   8350   8385
      64   2630   2793   4417   6404   7790   8189
     128   2792   2882   4416   6377   7811   8215
     256   1833   1863   3432   5325   7472   8173
     512   1235   1247   2443   4086   6884   8166
    1024   1076   1140   2236   3820   6609   8042
    4096    578    693   1342   2689   4933   7451
   16384    448    611   1247   2495   4605   7401
   65536    446    614   1244   2493   4588   7409
