    BusSpeed amd64 x86-64 optimized Mon Oct 16 22:04:20 2023
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   5314   5304   8652   8389   8412   8435
      32   5347   4805   6089   8049   8364   8387
      64   2767   2831   4387   6370   7779   8200
     128   2515   2528   4207   6168   7745   8209
     256   1643   1652   3086   5124   7400   8207
     512   1237   1251   2438   4166   6905   8173
    1024   1086   1141   2247   3837   6633   8080
    4096    579    689   1343   2719   4961   7465
   16384    451    612   1250   2501   4628   7395
   65536    448    610   1247   2494   4596   7412
