 ##########################################

   Memory Reading Speed Test amd64 x86-64 optimized Mon Oct 16 22:12:43 2023
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   23091  31076  30964  30506  31120  31165  15287  10928  11542
      16   23503  31407  31348  31138  31542  31525  15586  11414  11741
      32   23508  31495  31633  31476  31620  31698  15101  11681  11843
      64   18645  29154  28429  19458  31106  31355   5558  11426  11469
     128   17628  28473  27924  18292  30438  30721   5287  10810  10808
     256   14529  24664  24441  15182  26384  26722   4434   8594   8590
     512   12350  22025  21800  12696  23319  23477   4164   6877   6865
    1024   10354  19732  19467  10357  20150  20134   3860   5331   5304
    2048    8092  15998  15889   8088  16076  15985   3430   4103   4106
    4096    7502  14720  14616   7500  14863  14857   3281   3823   3819
    8192    6870  13692  13592   6849  13699  13592   3120   3493   3490

                End of test Mon Oct 16 22:13:00 2023

