    BusSpeed amd64 x86-64 optimized Mon Oct 16 22:04:10 2023
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   5314   5314   8636   8383   8424   8424
      32   5323   4629   6100   8019   8348   8385
      64   2715   2809   4425   6402   7768   8204
     128   2806   2878   4390   6388   7809   8204
     256   2159   2171   3784   5529   7518   8173
     512   1233   1248   2442   4040   6877   8170
    1024   1149   1199   2365   3917   6743   8117
    4096    580    696   1340   2696   4954   7478
   16384    448    615   1252   2494   4613   7392
   65536    448    612   1246   2492   4586   7418
