 ##########################################

   Memory Reading Speed Test amd64 x86-64 optimized Mon Oct 16 22:13:00 2023
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   23499  30948  31142  28334  31192  31202  15246  10941  10933
      16   23703  31389  31530  29922  31541  31515  15586  11423  11431
      32   23682  31426  31648  30527  31708  31669  15206  11682  11663
      64   18479  29106  28438  19105  31085  31291   5419  11415  11364
     128   18099  28800  28164  18802  30721  31097   5226  10966  11030
     256   13737  23439  23386  14259  25390  25671   4190   7912   7900
     512   12515  22028  21921  12941  23699  23843   4103   7181   7179
    1024   10890  20497  20185  11011  21002  21088   3918   5709   5744
    2048    9359  17527  17530   9585  17757  18068   3651   5080   5118
    4096    7111  13935  13991   7090  14135  14063   3180   4176   4245
    8192    6865  13594  13594   6876  13600  13592   3136   3468   3486

                End of test Mon Oct 16 22:13:18 2023

